id,problema_solucion,verbo_solucion,sujeto_solucion,complemento_solucion,coordinador_zonal_solucion,responsable_solucion,responsable_sistema,corresponsable_solucion,sistematizador_solucion,lider_mesa_solucion,tipo_fuente,Tipo_Mesa,nombre_ambit,nombre_evento,nombre_instrumento,nombre_provincia,nombre_sector,nombre_sipoc,nombre_tipo_empresa,nombre_estado,supuestos_cumplimientos,riesgos_cumplimiento,plazo_cumplimiento,fecha_cumplimiento,total_actividades,fecha_ultimo_registro
1960,"Estudiar una reforma que racionalizar y optimizar el ICE para sectores productivos",TRIBUTACIÓN,"Trabajar una propuesta integral, que incluya beneficios, para la formalización del sector de la caña de azúcar, alcohol y bebidas alcohólicas, sin dejar de priorizar la política de salud pública.","Volver a un esquema anterior como cupos de exoneración o devolución en productos farmacéuticos y perfumes que adquieran alcohol de fabricación artesanal nacional sin afectar los Acuerdos Comerciales adquiridos","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-14 13:46:22"
1961,"Estudiar una reforma que racionalizar y optimizar el ICE para sectores productivos",TRIBUTACIÓN,"Analizar la eliminación del ICE para cable operadores","Revisar la aplicación del ICE a los sistemas de audio y video por suscripción. ","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-14 13:47:21"
1962,"Estudiar una reforma que racionalizar y optimizar el ICE para sectores productivos",TRIBUTACIÓN,"Analizar la eliminación del ICE para cable operadores","Revisar la pertinencia de eliminar el Grupo 3 del Art. 82 de la Ley de Régimen Tributario Interno.","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Cumplimiento de la transparencia fiscal","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-14 13:47:57"
1963,"Estudiar una reforma que racionalizar y optimizar el ICE para sectores productivos",TRIBUTACIÓN,"Bebidas Azucaradas","Revisar la aplicación del ICE en bebidas azucaradas","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Optimización y simplificación tributaria","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-14 13:59:52"
1964,"Estudiar una reforma que racionalizar y optimizar el ICE para sectores productivos",TRIBUTACIÓN,"Cocinas de inducción","Revisar la aplicación del ICE en cocinas a gas","Edwin De La portilla",SRI,SRI,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Cumplimiento de la transparencia fiscal","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-14 11:12:14"
1968,"Eliminar el impuesto a las tierras rurales",TRIBUTACIÓN,"Eliminar el impuesto a las tierras rurales y rurales productivas","Revisar conceptualmente este impuesto a fin de  analizar su aplicabilidad en cuanto al fomento de tierras productivas y determinar si los objetivos e impactos planteados inicialmente han sido alcanzados.","Edwin De La portilla",MAG,MAG,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Cumplimiento de la transparencia fiscal","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-09 10:05:53"
1977,"Reducir costos de energía en sector productivo.","ENTORNO PRODUCTIVO","Identificar e implementar  mecanismos para reducir los costos de energía para el sector productivo. ","Reducir los costos adicionales a los servicios de energía eléctrica (tasas adicionales de alumbrado público).","Edwin De La portilla",MEER,MEER,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fomento de la producción nacional","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-06-22 19:01:41"
1979,"Reducir costos de energía en sector productivo.","ENTORNO PRODUCTIVO","Identificar e implementar  mecanismos para reducir los costos de energía para el sector productivo. ","Socializar las tarifas de consumo eléctrico diferenciadas por horarios.","Edwin De La portilla",MEER,MEER,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fomento de la producción nacional","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Producto,Transversal,Finalizado,,,,0000-00-00,2,"2018-06-13 12:21:56"
1980,"Reducir costos de energía en sector productivo.","ENTORNO PRODUCTIVO","Identificar e implementar  mecanismos para reducir los costos de energía para el sector productivo. ","Revisión de las estructuras de costo fijo y variable de la tarifa eléctrica, y los consecuentes subsidios que se generen.","Edwin De La portilla",MEER,MEER,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fomento de la producción nacional","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-06-22 19:06:25"
1981,"Reducir costos de energía en sector productivo.","ENTORNO PRODUCTIVO","Identificar e implementar  mecanismos para reducir los costos de energía para el sector productivo. ","Revisión de clasificación tarifaria para el sector industrial.","Edwin De La portilla",MEER,MEER,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fomento de la producción nacional","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-06-22 19:09:08"
1982,"Reducir costos de energía en sector productivo.","ENTORNO PRODUCTIVO","Identificar e implementar  mecanismos para reducir los costos de energía para el sector productivo. ","Revisión de clasificación tarifaria para el sector Artesanal. ","Edwin De La portilla",MEER,MEER,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fomento de la producción nacional","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-06-22 19:10:41"
2002,"Mejorar las condiciones de financiamiento.","INVERSION Y FINANCIAMIENTO","Bajar tasas de interés, ampliar plazos, ajustar montos  a los requerimientos de cada sector (privado, artesanos, EPS).","Adoptar TICs para generalizar el uso de servicios financieros (FINTECH)","Edwin De La portilla","CFN / BanEcuador",CFN,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Crédito y financiamiento productivo","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-15 11:21:06"
2056,"Drawback automático y CATs para todo el sector exportador.","ACCESO A MERCADO","Reactivar el Drawback desde enero 2018 y restituir las obligaciones del 2015","Asignar los recursos para la implementación del Drawback","Edwin De La portilla",MEF,MEF,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Fortalecimiento del sector exportador","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Mercado,Transversal,"En Desarrollo",,,,0000-00-00,2,"2018-05-14 13:27:02"
2315,"HAY MUCHOS INTERMEDIARIOS",Desarrollar,"los canales de Distribución","hacia los clientes (PITAHAYA)","Edwin De La portilla",IEPS,MAG,MIPRO,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Ejecución del proyecto","Morona Santiago",Agroindustria,Mercado,Microempresa,"En Desarrollo",,,,0000-00-00,2,"2018-08-22 15:44:26"
2331,"Mala calidad del producto ","Mejorar ","la producción primaria ","para mejorar la calidad del producto (PITAHAYA)","Edwin De La portilla",MAG,MAG,n/a,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Agroindustria,Proveedores,EPS,"En Desarrollo",,,,0000-00-00,2,"2018-08-22 14:44:32"
2015,"Profundizar en servicios financieros no tradicionales ","INVERSION Y FINANCIAMIENTO","Tener nuevas formas de financiamiento como fondos de capital de riesgo, capital semilla, crowdfunding, factoring, leasing, etc.","Desarrollar e implementar un instrumento financiero no tradicional,  para MIPYMES, EPS y ARTESANOS proveedoras del Estado, a través de facturas y órdenes de compra como instrumentos válidos.","Edwin De La portilla","CFN / BanEcuador",CFN,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Crédito y financiamiento productivo","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Insumos,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-15 11:26:20"
2027,"Profesionalización y capacitación adecuada al sector","INNOVACIÓN, CALIDAD Y EMPRENDIMIENTO","Inyectar recursos para que el INIAP  en coordinación con la academia y el sector privado desarrollen la investigación, desarrollo, innovación y transferencia de tecnología","Realizar jornadas de trabajo interinstitucional para alinear investigación y desarrollo con las necesidades del sector productivo incluyendo EPS y ARTESANOS.","Edwin De La portilla",MAG,MAG,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Impulso al cambio de la matriz productiva","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-09 10:12:01"
2029,"Profesionalización y capacitación adecuada al sector","INNOVACIÓN, CALIDAD Y EMPRENDIMIENTO","Inyectar recursos para que el INIAP  en coordinación con la academia y el sector privado desarrollen la investigación, desarrollo, innovación y transferencia de tecnología","Articulación con la Minga Agropecuaria","Edwin De La portilla",MAG,MAG,N/A,"Secretario ad-hoc","Secretario ad-hoc",2,CCPT,"Impulso al cambio de la matriz productiva","Consejo Consultivo Productivo Tributario (CCPT)-Nacional",Infraestructura,Nacional,"Consejo Consultivo Productivo Tributario (CCPT)",Proceso,Transversal,Finalizado,,,,0000-00-00,2,"2018-05-09 10:09:50"
2109,"Inversiones estatales en proyectos sin  proyección de sostenibilidad",Generar,"proyectos territoriales sostenibles en el tiempo","para generar ingresos que mejoren substancialmente la calidad de vida","DR. CARLOS GOMEZ DE CRUZ ",MAG,MAG,"MIPRO
SECAP
IEPS
 ","ING. LAURA TAPIA","ING. ROMAN CARABAJO ALVEAR",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVAS PROVINCIALES-Cañar","Asistencia técnica",Cañar,Agroindustria,Proceso,Microempresa,Finalizado,,,,0000-00-00,2,"2018-08-21 16:43:30"
2110,"Mala calidad de la fibra utilizada como materia prima en la elaboración de artesanias con alpaca","Mejorar 
","el manejo 
la genética","del hato alpaquero
del pie de cría","MGS. CARLOS GÓMEZ DE LA CRUZ",MAG,MAG,"Academia
MIPRO","ANA CRISTINA GÁRATE G.","ERIC OCHOA - CARLOS GÓMEZ DE LA CRUZ",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS DE COMPETITIVIDAD-Cañar","Asistencia técnica",Cañar,Comercio,Proveedores,Artesano,Finalizado,,,,0000-00-00,2,"2018-08-21 13:01:07"
2141,"Demora excesiva en trámites y falta de regulación de certificadoras internacionales orgánica para la exportación","Identificar  ","institución nacional","que regula en el Ecuador a las empresas certificadoras internacionales","MGS. VICENTE TORRES B.",AGROCALIDAD,AGROCALIDAD,"Comercio Exterior (PROECUADOR), MAG, Productores (APEOSAE)","MARÍA DEL CISNE LARREA PALACIO","MIGUEL CASTILLO",1,"Mesas de Competitividad","Fortalecimiento del sector exportador","MESAS DE COMPETITIVIDAD PROVINCIALES-Zamora Chinchipe","Política pública","Zamora Chinchipe",Agroindustria,Mercado,"Empresa Pequeña",Finalizado,"No aplica debido a que la propuesta no es clara para la toma de acciones.","No aplica debido a que la propuesta no es clara para la toma de acciones.",Corto,NULL,2,"2018-09-20 10:30:48"
2142,"Demora excesiva en trámites y falta de regulación de certificadoras internacionales orgánica para la exportación","Socializar "," procesos y tiempos"," de renovación de certificaciones","MGS. VICENTE TORRES B.",AGROCALIDAD,AGROCALIDAD,"Comercio Exterior (PROECUADOR), MAG, Productores (APEOSAE)","MARÍA DEL CISNE LARREA PALACIO","MIGUEL CASTILLO",1,"Mesas de Competitividad","Fortalecimiento del sector exportador","MESAS DE COMPETITIVIDAD PROVINCIALES-Zamora Chinchipe","Política pública","Zamora Chinchipe",Agroindustria,Mercado,"Empresa Pequeña",Finalizado,"No aplica debido a que la propuesta no es clara por lo que no es factible establecer acciones.","No aplica debido a que la propuesta no es clara por lo que no es factible establecer acciones.",Corto,NULL,2,"2018-09-20 10:33:21"
2156,"No existe leche de buena calidad microbiológica y fisicoquímica en la zona, lo que imposibilita al productor generar productos de calidad",Implementar,"centros de acopio de materia prima"," en el cual se realicen análisis de control de la leche","MGS. VICENTE TORRES B.",MAG,MAG,"AGROCALIDAD, MIPRO, ARCSA, AGROPZACHIN","MARÍA DEL CISNE LARREA PALACIO","MIGUEL CASTILLO",1,"Mesas de Competitividad","Promoción del consumo responsable","MESAS DE COMPETITIVIDAD PROVINCIALES-Zamora Chinchipe","Convenios ","Zamora Chinchipe",Agroindustria,Proveedores,Microempresa,Finalizado,,,,0000-00-00,2,"2018-08-21 13:02:39"
2197,Mercado,Aprovechar,MAGAP,"Espacios de cultivos disponibles mediante cultivos familiares.","Edwin De La portilla",MAGAP,MAG,N/A,"Jesus Ramírez - Judith Reyes","Ec. William Caiche Rosales ",1,"Mesas de Competitividad","Fortalecimiento del sector exportador","Mesas de competitividad -Santa Elena",Financiamiento,"Santa Elena",Agroindustria,Mercado,Artesano,Finalizado,,,,0000-00-00,2,"2018-08-21 11:02:46"
2255,"Bajo rendimiento por Hectáreas",Apoyar,"Asesoría a productores","para el mejoramiento de cadena productiva. (CACAO)","Edwin De La portilla",AGROCALIDAD,MAG,MAG,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Agroindustria,Proceso,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 10:45:33"
2270,"FALTA DE BUEN MANEJO DE POSTCOSECHA",Desarrollar,"programas de innovacion continua","para el desarrollo e investigación en nuevos procesos (CACAO)","Edwin De La portilla",MAG,MAG,MIPRO,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago",Tecnología,"Morona Santiago",Agroindustria,Proceso,Microempresa,Finalizado,,,,0000-00-00,2,"2018-08-21 10:59:51"
2280,"Falta de capacitación gerencial y administrativa","Desarrollar ","programas de capacitación continua","para mejorar los conocimientos en temas de cosecha (PITAHAYA)","Edwin De La portilla",MAG,MAG,AGROCALIDAD,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad",Otros,"Mesas de Competitividad-Morona Santiago","Personal adecuado","Morona Santiago",Agroindustria,Proceso,Microempresa,Finalizado,,,,0000-00-00,2,"2018-08-21 16:20:08"
2281,"Falta de capacitaciones al sector","Ejecutar ","capacitaciones ","para mejorar el manejo de potreros y animales (CARNE)","Edwin De La portilla",MAG,MAG,"GADs Municipales","Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Agroindustria,Proveedores,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 13:10:29"
2294,"Falta de fertilizaciones al cultivo ","Crear ","una cultura de fertilización al cultivo ","para mejorar la calidad de materia prima  (CAFÉ)","Edwin De La portilla",MAG,MAG,"GADs Municipales
Gobierno Provincial ","Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Agroindustria,Insumos,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 10:53:08"
2303,"Falta de Infraestructura",Desarrollar,Infraestructura,"para el desarrollo e investigación en nuevos productos (CACAO)","Edwin De La portilla",AGROCALIDAD,MAG,MIPRO,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Agroindustria,Producto,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 10:49:46"
2312,"Falta de Tecnología",Desarrollar,"Proyectos para equipamiento y tecnificación","para el mejoramiento de cadena productiva. (CACAO)","Edwin De La portilla",IEPS,MAG,MIPRO,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Agroindustria,Proveedores,Artesano,Finalizado,,,,0000-00-00,2,"2018-08-21 10:45:33"
2316,"HAY POSIBILIDADES DE EXPORTACION  PERO SE DEBE FORTALECER EN TEMAS DE CALIDAD, CALIBRE, ETC.",Generar,"Capacitación en normas de cultivo","TRABAJAR CON REGISTROS Y REQUERIMIENTOS DE BUENAS PRACTICAS DE CULTIVO. (PITAHAYA)","Edwin De La portilla",MAG,MAG,PROECUADOR,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Impulso al cambio de la matriz productiva","Mesas de Competitividad-Morona Santiago",Tecnología,"Morona Santiago",Agroindustria,Proceso,Microempresa,Finalizado,,,,0000-00-00,2,"2018-08-21 16:20:08"
2327,"Los incentivos en planes y proyectos de Ministerio de Agricultura, no son suficientes para los cacaoteros ","Proveer ","de plantas certificadas","para mejor la calidad de materia prima  (CACAO)","Edwin De La portilla",MAG,MAG,"GADs Municipales
Gobierno Provincial ","Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago",Insumos,"Morona Santiago",Agroindustria,Insumos,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 16:25:25"
2329,"Los incentivos para el sector rural productor de café es deficiente ","Formar ","caficultores capacitados en todo el proceso de cultivo ","para mejorar la calidad de materia prima  (CAFÉ)","Edwin De La portilla",MAG,MAG,"GADs Municipales
Gobierno Provincial ","Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Agroindustria,Proveedores,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 10:53:08"
2330,"Mala calidad de la leche cruda","Ejecutar ","programas de asistencia técnica ","para mejorar la calidad de la leche cruda  (LACTEOS)","Edwin De La portilla",MAG,MAG,"GADs Municipales ","Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Asistencia técnica","Morona Santiago",Agroindustria,Producto,Artesano,Finalizado,,,,0000-00-00,2,"2018-08-21 13:07:01"
2349,"Políticas de estado que encarecen los costos de producción",Identificar,"los cuellos de botella en la cadena productiva ","para reducir los costos de producción (LACTEOS)","Edwin De La portilla",MAG,MAG,"Comercio Exterior ","Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Fomento de la producción nacional","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Agroindustria,Insumos,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 13:14:43"
2350,"Producto de Inferior calida a el de la Costa",Desarrollar,Tecnología,"para el desarrollo e investigación en nuevos productos (CACAO)","Edwin De La portilla",AGROCALIDAD,MAG,MAG,"Ing. Rubén Cazorla C.","Ing. Alexander  Ávila",1,"Mesas de Competitividad","Inversión en iniciativas productivas nacionales","Mesas de Competitividad-Morona Santiago","Desarrollo del proyecto","Morona Santiago",Agroindustria,Producto,EPS,Finalizado,,,,0000-00-00,2,"2018-08-21 10:49:46"
2539,"Uso de pesticidas en cultivos",Minimizar,"por parte de los agricultores","el uso de pesticidas ","Ing. Andrés Bejarano ",MAG,MAG,n/a,"ANGEL CASTRO","CAMILO FRÍAS",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVIDAD - GYE-Guayas","Asistencia técnica",Guayas,Agroindustria,Proceso,Transversal,"En Desarrollo",,,,0000-00-00,2,"2018-08-22 14:32:44"
2533,"Altos costos de registros (Agrocalidad, Sanitario)",Bajar,"por parte de Agrocalidad y otras instituciones","costos de registros","Ing. Andrés Bejarano ",Agrocalidad,AGROCALIDAD,"Ministerio de Agricultura","ANGEL CASTRO","CAMILO FRÍAS",1,"Mesas de Competitividad","Fomento de la producción nacional","MESAS COMPETITIVIDAD - GYE-Guayas",Acuerdo,Guayas,Agroindustria,Proceso,Transversal,Finalizado,"No aplica","No aplica",Corto,NULL,2,"2018-09-20 10:39:14"
1604,"Infeciente control en el tema de pesas y medidas durante todo el proceso de transporte.",Controlar,"pesos y medidas desde el inicio de la cadena de transporte","a través de una actualización del reglamneto.","GUSTAVO CAMELOS",MTOP,MTOP,N/A,"Ing. Diego Palacios Campana","Ing. Marcel Paredes",1,"Mesas de Competitividad","Seguridad, regulación y control en la producción","MESAS DE COMPETITIVIDAD PROVINCIALES CHIMBORAZO-Chimborazo",Tecnología,Chimborazo,Transporte,Proceso,Transversal,"En Desarrollo",,,,0000-00-00,1,"2018-03-26 21:04:17"
1608,"Desarticulación entre instituciones públicas y privadas","Generar ","alianzas estratégicas ","entre sectores que conforman la cadena turística","PhD. Silvia Aldaz","Mintur, ",MINTUR,"ACTORES PRIVADOS, GADs","Juan Carlos Cruz","PhD. Silvia Aldaz",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","MESAS DE COMPETITIVIDAD PROVINCIALES CHIMBORAZO-Chimborazo","Convenios ",Chimborazo,Turismo,Proceso,"Empresa Pequeña","En Desarrollo","Situaciones Políticas","Situaciones Políticas",Largo,2018-12-15,1,"2018-05-23 10:46:29"
1614,"Insuficientes canales de comercialización","Promover ","eventos ","locales, nacionales e internacionales","PhD. Silvia Aldaz","Mintur, ",MINTUR,GAD's,"Juan Carlos Cruz","PhD. Silvia Aldaz",1,"Mesas de Competitividad","Atracción de la inversión extranjera directa","MESAS DE COMPETITIVIDAD PROVINCIALES CHIMBORAZO-Chimborazo",Logística,Chimborazo,Turismo,Producto,"Empresa Pequeña","En Desarrollo","La actividad se llevará a cabo en el mes de septiembre","La actividad se llevará a cabo en el mes de septiembre",Largo,2018-09-27,1,"2018-05-23 11:29:57"
1625,"Mala calidad en el servico turistico",Planificar,"PROGRAMA DE CAPACITACION, MONITOREO Y CERTIFICACIÓN","DIRIGIDO A ASOCIACIONES Y OPERADORES TURÍSTICOS"," Mario Chiquizan ",MINTUR,MINTUR,"COMITÉ PUBLICO-PRIVADO (MINTUR - DIRECCIONN DE TURISMO GPM - GADS LOCALES - FACULTADES TURISMO DE LAS UNIVERSIDADES - CÁMARAS TURISMO - ONG'S)","Diego García"," Mario Chiquizan ",1,"Mesas de Competitividad","Atracción de la inversión extranjera directa","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí","Asistencia técnica",Manabí,Turismo,Proceso,Transversal,"En Desarrollo","Priorizacion de otras actividades, causaria que no se ejecuten las capacitaciones online","Priorizacion de otras actividades, causaria que no se ejecuten las capacitaciones online",Corto,2018-06-30,1,"2018-05-23 12:22:23"
1626,"Escasa inversión privada para el sector turistico",Diseñar,"UN PROGRAMA DE INVERSIONES DEL SECTOR PRIVADO","PARA MEJORAR CONDICIONES TURISTICAS EN TERRITORIOS"," Mario Chiquizan ","Direccion de Inversiones del MINTUR",MINTUR,"Cancillería / Proecuador / Comité de Gestión / Facultades Turismo / ONG's / Cámaras)","Diego García"," Mario Chiquizan ",1,"Mesas de Competitividad","Atracción de la inversión extranjera directa","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí","Inversión ",Manabí,Turismo,Proveedores,"Empresa Grande","En Desarrollo","Priorizacion de otras actividades, causaria que no se prioricen las visitas con inversionistas a Manabí","Priorizacion de otras actividades, causaria que no se prioricen las visitas con inversionistas a Manabí",Largo,2018-12-31,1,"2018-05-23 14:18:34"
1627,"No existen facilidades turisticas",Priorizar,"PUNTOS TURISTICOS ","Y POSTERIORMENTE REALIZAR UNA EVALUACION"," Mario Chiquizan ","MINTUR / DIRECCION TURISMO PREFECTURA",MINTUR,"COMITÉ PUBLICO-PRIVADO (MINTUR - DIRECCIONN DE TURISMO GPM - GADS LOCALES - FACULTADES TURISMO DE LAS UNIVERSIDADES - CÁMARAS TURISMO - ONG'S)","Diego García"," Mario Chiquizan ",1,"Mesas de Competitividad","Impulso a las alianzas público privadas","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí","Inversión ",Manabí,Turismo,Proveedores,Transversal,"En Desarrollo","Priorizacion de otras actividades, causaria que no se realicen las mesas de trabajo.","Priorizacion de otras actividades, causaria que no se realicen las mesas de trabajo.",Mediano,2018-12-31,1,"2018-05-23 14:25:38"
1632,"Los dueños de los establecimientos que promueven el turismo carecen de un buen merchandising",Tomar,"ACCIONES HACIA ADENTRO DE LA INDUSTRIA TURISTICA","PARA EL DESARROLLO DE PLANES DE MARKETING DE SUS NEGOCIOS TURISTICOS"," Mario Chiquizan ",MINTUR,MINTUR,"DIRECCION DE TURISMO DEL GOBIERNO PROVINCIAL / COMITÉ DE GESTIÓN","Diego García"," Mario Chiquizan ",1,"Mesas de Competitividad","Promoción del consumo responsable","MESAS DE COMPETITIVIDAD PROVINCIALES MANABI-Manabí","Asistencia técnica",Manabí,Turismo,Proceso,Transversal,"En Desarrollo","Priorizacion de otras actividades, causaria que no se continue con la realizacion de videos promocionales.","Priorizacion de otras actividades, causaria que no se continue con la realizacion de videos promocionales.",Mediano,0000-00-00,1,"2018-05-23 14:32:14"
